chunk_uid,source,page,chunk_id,text_length
Young_Statistical_2025.pdf::p11::c2,Young_Statistical_2025.pdf,11,2,192
Young_Statistical_2025.pdf::p11::c3,Young_Statistical_2025.pdf,11,3,464
Young_Statistical_2025.pdf::p12::c0,Young_Statistical_2025.pdf,12,0,723
Young_Statistical_2025.pdf::p15::c0,Young_Statistical_2025.pdf,15,0,451
Young_Statistical_2025.pdf::p16::c0,Young_Statistical_2025.pdf,16,0,637
Young_Statistical_2025.pdf::p17::c0,Young_Statistical_2025.pdf,17,0,378
Young_Statistical_2025.pdf::p18::c0,Young_Statistical_2025.pdf,18,0,628
Young_Statistical_2025.pdf::p19::c0,Young_Statistical_2025.pdf,19,0,502
Young_Statistical_2025.pdf::p20::c0,Young_Statistical_2025.pdf,20,0,699
Young_Statistical_2025.pdf::p21::c0,Young_Statistical_2025.pdf,21,0,616
Young_Statistical_2025.pdf::p22::c0,Young_Statistical_2025.pdf,22,0,750
Young_Statistical_2025.pdf::p23::c0,Young_Statistical_2025.pdf,23,0,781
Young_Statistical_2025.pdf::p24::c0,Young_Statistical_2025.pdf,24,0,344
Young_Statistical_2025.pdf::p25::c0,Young_Statistical_2025.pdf,25,0,330
Young_Statistical_2025.pdf::p26::c0,Young_Statistical_2025.pdf,26,0,386
Young_Statistical_2025.pdf::p27::c0,Young_Statistical_2025.pdf,27,0,531
Young_Statistical_2025.pdf::p28::c0,Young_Statistical_2025.pdf,28,0,437
Young_Statistical_2025.pdf::p29::c0,Young_Statistical_2025.pdf,29,0,317
Young_Statistical_2025.pdf::p30::c0,Young_Statistical_2025.pdf,30,0,605
Young_Statistical_2025.pdf::p31::c0,Young_Statistical_2025.pdf,31,0,228
Young_Statistical_2025.pdf::p32::c0,Young_Statistical_2025.pdf,32,0,325
Young_Statistical_2025.pdf::p33::c0,Young_Statistical_2025.pdf,33,0,123
Young_Statistical_2025.pdf::p34::c0,Young_Statistical_2025.pdf,34,0,150
Young_Statistical_2025.pdf::p35::c0,Young_Statistical_2025.pdf,35,0,899
Young_Statistical_2025.pdf::p35::c1,Young_Statistical_2025.pdf,35,1,212
Young_Statistical_2025.pdf::p36::c0,Young_Statistical_2025.pdf,36,0,892
Young_Statistical_2025.pdf::p36::c1,Young_Statistical_2025.pdf,36,1,316
Young_Statistical_2025.pdf::p37::c0,Young_Statistical_2025.pdf,37,0,769
Young_Statistical_2025.pdf::p38::c0,Young_Statistical_2025.pdf,38,0,898
Young_Statistical_2025.pdf::p38::c1,Young_Statistical_2025.pdf,38,1,218
Young_Statistical_2025.pdf::p39::c0,Young_Statistical_2025.pdf,39,0,900
Young_Statistical_2025.pdf::p39::c1,Young_Statistical_2025.pdf,39,1,678
Young_Statistical_2025.pdf::p40::c0,Young_Statistical_2025.pdf,40,0,898
Young_Statistical_2025.pdf::p40::c1,Young_Statistical_2025.pdf,40,1,174
Young_Statistical_2025.pdf::p41::c0,Young_Statistical_2025.pdf,41,0,894
Young_Statistical_2025.pdf::p41::c1,Young_Statistical_2025.pdf,41,1,248
Young_Statistical_2025.pdf::p42::c0,Young_Statistical_2025.pdf,42,0,896
Young_Statistical_2025.pdf::p42::c1,Young_Statistical_2025.pdf,42,1,523
Young_Statistical_2025.pdf::p43::c0,Young_Statistical_2025.pdf,43,0,899
Young_Statistical_2025.pdf::p43::c1,Young_Statistical_2025.pdf,43,1,307
Young_Statistical_2025.pdf::p44::c0,Young_Statistical_2025.pdf,44,0,770
Young_Statistical_2025.pdf::p45::c0,Young_Statistical_2025.pdf,45,0,897
Young_Statistical_2025.pdf::p45::c1,Young_Statistical_2025.pdf,45,1,402
Young_Statistical_2025.pdf::p46::c0,Young_Statistical_2025.pdf,46,0,894
Young_Statistical_2025.pdf::p46::c1,Young_Statistical_2025.pdf,46,1,315
Young_Statistical_2025.pdf::p47::c0,Young_Statistical_2025.pdf,47,0,899
Young_Statistical_2025.pdf::p47::c1,Young_Statistical_2025.pdf,47,1,182
Young_Statistical_2025.pdf::p48::c0,Young_Statistical_2025.pdf,48,0,739
Young_Statistical_2025.pdf::p49::c0,Young_Statistical_2025.pdf,49,0,717
Young_Statistical_2025.pdf::p50::c0,Young_Statistical_2025.pdf,50,0,546
Young_Statistical_2025.pdf::p51::c0,Young_Statistical_2025.pdf,51,0,555
Young_Statistical_2025.pdf::p51::c1,Young_Statistical_2025.pdf,51,1,896
Young_Statistical_2025.pdf::p51::c2,Young_Statistical_2025.pdf,51,2,354
Young_Statistical_2025.pdf::p51::c3,Young_Statistical_2025.pdf,51,3,259
Young_Statistical_2025.pdf::p52::c0,Young_Statistical_2025.pdf,52,0,599
Young_Statistical_2025.pdf::p52::c1,Young_Statistical_2025.pdf,52,1,696
Young_Statistical_2025.pdf::p52::c2,Young_Statistical_2025.pdf,52,2,716
Young_Statistical_2025.pdf::p53::c0,Young_Statistical_2025.pdf,53,0,607
Young_Statistical_2025.pdf::p53::c1,Young_Statistical_2025.pdf,53,1,711
Young_Statistical_2025.pdf::p53::c2,Young_Statistical_2025.pdf,53,2,458
Young_Statistical_2025.pdf::p53::c3,Young_Statistical_2025.pdf,53,3,554
Young_Statistical_2025.pdf::p54::c0,Young_Statistical_2025.pdf,54,0,809
Young_Statistical_2025.pdf::p54::c1,Young_Statistical_2025.pdf,54,1,744
Young_Statistical_2025.pdf::p55::c0,Young_Statistical_2025.pdf,55,0,796
Young_Statistical_2025.pdf::p56::c0,Young_Statistical_2025.pdf,56,0,840
Young_Statistical_2025.pdf::p57::c0,Young_Statistical_2025.pdf,57,0,855
Young_Statistical_2025.pdf::p57::c1,Young_Statistical_2025.pdf,57,1,473
Young_Statistical_2025.pdf::p58::c0,Young_Statistical_2025.pdf,58,0,899
Young_Statistical_2025.pdf::p59::c0,Young_Statistical_2025.pdf,59,0,261
Young_Statistical_2025.pdf::p59::c1,Young_Statistical_2025.pdf,59,1,896
Young_Statistical_2025.pdf::p59::c2,Young_Statistical_2025.pdf,59,2,228
Young_Statistical_2025.pdf::p60::c0,Young_Statistical_2025.pdf,60,0,875
Young_Statistical_2025.pdf::p60::c1,Young_Statistical_2025.pdf,60,1,705
Young_Statistical_2025.pdf::p61::c0,Young_Statistical_2025.pdf,61,0,870
Young_Statistical_2025.pdf::p62::c0,Young_Statistical_2025.pdf,62,0,605
Young_Statistical_2025.pdf::p62::c1,Young_Statistical_2025.pdf,62,1,524
Young_Statistical_2025.pdf::p63::c0,Young_Statistical_2025.pdf,63,0,852
Young_Statistical_2025.pdf::p63::c1,Young_Statistical_2025.pdf,63,1,265
Young_Statistical_2025.pdf::p64::c0,Young_Statistical_2025.pdf,64,0,468
Young_Statistical_2025.pdf::p64::c1,Young_Statistical_2025.pdf,64,1,807
Young_Statistical_2025.pdf::p65::c0,Young_Statistical_2025.pdf,65,0,876
Young_Statistical_2025.pdf::p65::c1,Young_Statistical_2025.pdf,65,1,687
Young_Statistical_2025.pdf::p66::c0,Young_Statistical_2025.pdf,66,0,291
Young_Statistical_2025.pdf::p66::c1,Young_Statistical_2025.pdf,66,1,898
Young_Statistical_2025.pdf::p67::c0,Young_Statistical_2025.pdf,67,0,722
Young_Statistical_2025.pdf::p68::c0,Young_Statistical_2025.pdf,68,0,816
Young_Statistical_2025.pdf::p69::c0,Young_Statistical_2025.pdf,69,0,899
Young_Statistical_2025.pdf::p69::c1,Young_Statistical_2025.pdf,69,1,376
Young_Statistical_2025.pdf::p70::c0,Young_Statistical_2025.pdf,70,0,898
Young_Statistical_2025.pdf::p70::c1,Young_Statistical_2025.pdf,70,1,465
Young_Statistical_2025.pdf::p71::c0,Young_Statistical_2025.pdf,71,0,526
Young_Statistical_2025.pdf::p71::c1,Young_Statistical_2025.pdf,71,1,877
Young_Statistical_2025.pdf::p72::c0,Young_Statistical_2025.pdf,72,0,900
Young_Statistical_2025.pdf::p72::c1,Young_Statistical_2025.pdf,72,1,348
Young_Statistical_2025.pdf::p73::c0,Young_Statistical_2025.pdf,73,0,899
Young_Statistical_2025.pdf::p73::c1,Young_Statistical_2025.pdf,73,1,678
Young_Statistical_2025.pdf::p74::c0,Young_Statistical_2025.pdf,74,0,584
Young_Statistical_2025.pdf::p75::c0,Young_Statistical_2025.pdf,75,0,897
Young_Statistical_2025.pdf::p75::c1,Young_Statistical_2025.pdf,75,1,567
Young_Statistical_2025.pdf::p76::c0,Young_Statistical_2025.pdf,76,0,894
Young_Statistical_2025.pdf::p76::c1,Young_Statistical_2025.pdf,76,1,449
Young_Statistical_2025.pdf::p77::c0,Young_Statistical_2025.pdf,77,0,878
Young_Statistical_2025.pdf::p77::c1,Young_Statistical_2025.pdf,77,1,641
Young_Statistical_2025.pdf::p77::c2,Young_Statistical_2025.pdf,77,2,132
Young_Statistical_2025.pdf::p78::c0,Young_Statistical_2025.pdf,78,0,791
Young_Statistical_2025.pdf::p79::c0,Young_Statistical_2025.pdf,79,0,898
Young_Statistical_2025.pdf::p79::c1,Young_Statistical_2025.pdf,79,1,599
Young_Statistical_2025.pdf::p80::c0,Young_Statistical_2025.pdf,80,0,895
Young_Statistical_2025.pdf::p80::c1,Young_Statistical_2025.pdf,80,1,495
Young_Statistical_2025.pdf::p81::c0,Young_Statistical_2025.pdf,81,0,895
Young_Statistical_2025.pdf::p81::c1,Young_Statistical_2025.pdf,81,1,259
Young_Statistical_2025.pdf::p82::c0,Young_Statistical_2025.pdf,82,0,893
Young_Statistical_2025.pdf::p82::c1,Young_Statistical_2025.pdf,82,1,453
Young_Statistical_2025.pdf::p83::c0,Young_Statistical_2025.pdf,83,0,894
Young_Statistical_2025.pdf::p83::c1,Young_Statistical_2025.pdf,83,1,661
Young_Statistical_2025.pdf::p84::c0,Young_Statistical_2025.pdf,84,0,693
Young_Statistical_2025.pdf::p85::c0,Young_Statistical_2025.pdf,85,0,437
Young_Statistical_2025.pdf::p86::c0,Young_Statistical_2025.pdf,86,0,817
Young_Statistical_2025.pdf::p87::c0,Young_Statistical_2025.pdf,87,0,405
Young_Statistical_2025.pdf::p87::c1,Young_Statistical_2025.pdf,87,1,899
Young_Statistical_2025.pdf::p87::c2,Young_Statistical_2025.pdf,87,2,594
Young_Statistical_2025.pdf::p88::c0,Young_Statistical_2025.pdf,88,0,864
Young_Statistical_2025.pdf::p88::c1,Young_Statistical_2025.pdf,88,1,870
Young_Statistical_2025.pdf::p88::c2,Young_Statistical_2025.pdf,88,2,203
Young_Statistical_2025.pdf::p89::c0,Young_Statistical_2025.pdf,89,0,542
Young_Statistical_2025.pdf::p90::c0,Young_Statistical_2025.pdf,90,0,814
Young_Statistical_2025.pdf::p91::c0,Young_Statistical_2025.pdf,91,0,879
Young_Statistical_2025.pdf::p92::c0,Young_Statistical_2025.pdf,92,0,562
Young_Statistical_2025.pdf::p92::c1,Young_Statistical_2025.pdf,92,1,550
Young_Statistical_2025.pdf::p93::c0,Young_Statistical_2025.pdf,93,0,483
Young_Statistical_2025.pdf::p93::c1,Young_Statistical_2025.pdf,93,1,670
Young_Statistical_2025.pdf::p94::c0,Young_Statistical_2025.pdf,94,0,532
Young_Statistical_2025.pdf::p95::c0,Young_Statistical_2025.pdf,95,0,574
Young_Statistical_2025.pdf::p96::c0,Young_Statistical_2025.pdf,96,0,866
Young_Statistical_2025.pdf::p97::c0,Young_Statistical_2025.pdf,97,0,674
Young_Statistical_2025.pdf::p98::c0,Young_Statistical_2025.pdf,98,0,707
Young_Statistical_2025.pdf::p99::c0,Young_Statistical_2025.pdf,99,0,710
Young_Statistical_2025.pdf::p100::c0,Young_Statistical_2025.pdf,100,0,687
Young_Statistical_2025.pdf::p100::c1,Young_Statistical_2025.pdf,100,1,724
Young_Statistical_2025.pdf::p101::c0,Young_Statistical_2025.pdf,101,0,899
Young_Statistical_2025.pdf::p101::c1,Young_Statistical_2025.pdf,101,1,174
Young_Statistical_2025.pdf::p102::c0,Young_Statistical_2025.pdf,102,0,309
Young_Statistical_2025.pdf::p103::c0,Young_Statistical_2025.pdf,103,0,896
Young_Statistical_2025.pdf::p103::c1,Young_Statistical_2025.pdf,103,1,285
Young_Statistical_2025.pdf::p103::c2,Young_Statistical_2025.pdf,103,2,229
Young_Statistical_2025.pdf::p104::c0,Young_Statistical_2025.pdf,104,0,894
Young_Statistical_2025.pdf::p105::c0,Young_Statistical_2025.pdf,105,0,882
Young_Statistical_2025.pdf::p105::c1,Young_Statistical_2025.pdf,105,1,443
Young_Statistical_2025.pdf::p106::c0,Young_Statistical_2025.pdf,106,0,442
Young_Statistical_2025.pdf::p107::c0,Young_Statistical_2025.pdf,107,0,708
Young_Statistical_2025.pdf::p108::c0,Young_Statistical_2025.pdf,108,0,650
Young_Statistical_2025.pdf::p109::c0,Young_Statistical_2025.pdf,109,0,734
Young_Statistical_2025.pdf::p110::c0,Young_Statistical_2025.pdf,110,0,886
Young_Statistical_2025.pdf::p110::c1,Young_Statistical_2025.pdf,110,1,392
Young_Statistical_2025.pdf::p111::c0,Young_Statistical_2025.pdf,111,0,840
Young_Statistical_2025.pdf::p112::c0,Young_Statistical_2025.pdf,112,0,893
Young_Statistical_2025.pdf::p112::c1,Young_Statistical_2025.pdf,112,1,437
Young_Statistical_2025.pdf::p113::c0,Young_Statistical_2025.pdf,113,0,638
Young_Statistical_2025.pdf::p114::c0,Young_Statistical_2025.pdf,114,0,864
Young_Statistical_2025.pdf::p114::c1,Young_Statistical_2025.pdf,114,1,196
Young_Statistical_2025.pdf::p115::c0,Young_Statistical_2025.pdf,115,0,793
Young_Statistical_2025.pdf::p116::c0,Young_Statistical_2025.pdf,116,0,899
Young_Statistical_2025.pdf::p116::c1,Young_Statistical_2025.pdf,116,1,159
Young_Statistical_2025.pdf::p117::c0,Young_Statistical_2025.pdf,117,0,425
Young_Statistical_2025.pdf::p118::c0,Young_Statistical_2025.pdf,118,0,895
Young_Statistical_2025.pdf::p118::c1,Young_Statistical_2025.pdf,118,1,191
Young_Statistical_2025.pdf::p119::c0,Young_Statistical_2025.pdf,119,0,399
Young_Statistical_2025.pdf::p120::c0,Young_Statistical_2025.pdf,120,0,894
Young_Statistical_2025.pdf::p120::c1,Young_Statistical_2025.pdf,120,1,223
Young_Statistical_2025.pdf::p121::c0,Young_Statistical_2025.pdf,121,0,766
Young_Statistical_2025.pdf::p122::c0,Young_Statistical_2025.pdf,122,0,821
Young_Statistical_2025.pdf::p123::c0,Young_Statistical_2025.pdf,123,0,324
Young_Statistical_2025.pdf::p124::c0,Young_Statistical_2025.pdf,124,0,872
Young_Statistical_2025.pdf::p124::c1,Young_Statistical_2025.pdf,124,1,262
Young_Statistical_2025.pdf::p125::c0,Young_Statistical_2025.pdf,125,0,879
Young_Statistical_2025.pdf::p126::c0,Young_Statistical_2025.pdf,126,0,880
Young_Statistical_2025.pdf::p126::c1,Young_Statistical_2025.pdf,126,1,438
Young_Statistical_2025.pdf::p127::c0,Young_Statistical_2025.pdf,127,0,898
Young_Statistical_2025.pdf::p127::c1,Young_Statistical_2025.pdf,127,1,182
Young_Statistical_2025.pdf::p128::c0,Young_Statistical_2025.pdf,128,0,596
Young_Statistical_2025.pdf::p129::c0,Young_Statistical_2025.pdf,129,0,897
Young_Statistical_2025.pdf::p129::c1,Young_Statistical_2025.pdf,129,1,203
Young_Statistical_2025.pdf::p130::c0,Young_Statistical_2025.pdf,130,0,389
Young_Statistical_2025.pdf::p131::c0,Young_Statistical_2025.pdf,131,0,855
Young_Statistical_2025.pdf::p132::c0,Young_Statistical_2025.pdf,132,0,619
Young_Statistical_2025.pdf::p133::c0,Young_Statistical_2025.pdf,133,0,617
Young_Statistical_2025.pdf::p134::c0,Young_Statistical_2025.pdf,134,0,852
Young_Statistical_2025.pdf::p135::c0,Young_Statistical_2025.pdf,135,0,900
Young_Statistical_2025.pdf::p135::c1,Young_Statistical_2025.pdf,135,1,260
Young_Statistical_2025.pdf::p136::c0,Young_Statistical_2025.pdf,136,0,709
Young_Statistical_2025.pdf::p137::c0,Young_Statistical_2025.pdf,137,0,787
Young_Statistical_2025.pdf::p138::c0,Young_Statistical_2025.pdf,138,0,895
Young_Statistical_2025.pdf::p138::c1,Young_Statistical_2025.pdf,138,1,221
Young_Statistical_2025.pdf::p139::c0,Young_Statistical_2025.pdf,139,0,618
Young_Statistical_2025.pdf::p140::c0,Young_Statistical_2025.pdf,140,0,896
Young_Statistical_2025.pdf::p140::c1,Young_Statistical_2025.pdf,140,1,882
Young_Statistical_2025.pdf::p140::c2,Young_Statistical_2025.pdf,140,2,327
Young_Statistical_2025.pdf::p141::c0,Young_Statistical_2025.pdf,141,0,899
Young_Statistical_2025.pdf::p141::c1,Young_Statistical_2025.pdf,141,1,892
Young_Statistical_2025.pdf::p141::c2,Young_Statistical_2025.pdf,141,2,231
Young_Statistical_2025.pdf::p142::c0,Young_Statistical_2025.pdf,142,0,887
Young_Statistical_2025.pdf::p142::c1,Young_Statistical_2025.pdf,142,1,896
Young_Statistical_2025.pdf::p142::c2,Young_Statistical_2025.pdf,142,2,232
Young_Statistical_2025.pdf::p143::c0,Young_Statistical_2025.pdf,143,0,895
Young_Statistical_2025.pdf::p143::c1,Young_Statistical_2025.pdf,143,1,231
Young_Statistical_2025.pdf::p143::c2,Young_Statistical_2025.pdf,143,2,815
Young_Statistical_2025.pdf::p144::c0,Young_Statistical_2025.pdf,144,0,464
Young_Statistical_2025.pdf::p144::c1,Young_Statistical_2025.pdf,144,1,745
Young_Statistical_2025.pdf::p145::c0,Young_Statistical_2025.pdf,145,0,888
Young_Statistical_2025.pdf::p145::c1,Young_Statistical_2025.pdf,145,1,400
Young_Statistical_2025.pdf::p146::c0,Young_Statistical_2025.pdf,146,0,893
Young_Statistical_2025.pdf::p146::c1,Young_Statistical_2025.pdf,146,1,423
Young_Statistical_2025.pdf::p147::c0,Young_Statistical_2025.pdf,147,0,896
Young_Statistical_2025.pdf::p147::c1,Young_Statistical_2025.pdf,147,1,372
Young_Statistical_2025.pdf::p148::c0,Young_Statistical_2025.pdf,148,0,894
Young_Statistical_2025.pdf::p148::c1,Young_Statistical_2025.pdf,148,1,372
Young_Statistical_2025.pdf::p149::c0,Young_Statistical_2025.pdf,149,0,895
Young_Statistical_2025.pdf::p149::c1,Young_Statistical_2025.pdf,149,1,524
Young_Statistical_2025.pdf::p150::c0,Young_Statistical_2025.pdf,150,0,617
Young_Statistical_2025.pdf::p150::c1,Young_Statistical_2025.pdf,150,1,593
Young_Statistical_2025.pdf::p150::c2,Young_Statistical_2025.pdf,150,2,666
Young_Statistical_2025.pdf::p151::c0,Young_Statistical_2025.pdf,151,0,592
Young_Statistical_2025.pdf::p151::c1,Young_Statistical_2025.pdf,151,1,612
Young_Statistical_2025.pdf::p151::c2,Young_Statistical_2025.pdf,151,2,878
Young_Statistical_2025.pdf::p152::c0,Young_Statistical_2025.pdf,152,0,509
Young_Statistical_2025.pdf::p152::c1,Young_Statistical_2025.pdf,152,1,730
Young_Statistical_2025.pdf::p152::c2,Young_Statistical_2025.pdf,152,2,887
Young_Statistical_2025.pdf::p153::c0,Young_Statistical_2025.pdf,153,0,586
Young_Statistical_2025.pdf::p153::c1,Young_Statistical_2025.pdf,153,1,599
Young_Statistical_2025.pdf::p153::c2,Young_Statistical_2025.pdf,153,2,597
Young_Statistical_2025.pdf::p153::c3,Young_Statistical_2025.pdf,153,3,572
Young_Statistical_2025.pdf::p154::c0,Young_Statistical_2025.pdf,154,0,863
Young_Statistical_2025.pdf::p154::c1,Young_Statistical_2025.pdf,154,1,773
Young_Statistical_2025.pdf::p154::c2,Young_Statistical_2025.pdf,154,2,371
Young_Statistical_2025.pdf::p155::c0,Young_Statistical_2025.pdf,155,0,824
Young_Statistical_2025.pdf::p156::c0,Young_Statistical_2025.pdf,156,0,808
Young_Statistical_2025.pdf::p157::c0,Young_Statistical_2025.pdf,157,0,544
Young_Statistical_2025.pdf::p157::c1,Young_Statistical_2025.pdf,157,1,425
Young_Statistical_2025.pdf::p158::c0,Young_Statistical_2025.pdf,158,0,890
Young_Statistical_2025.pdf::p158::c1,Young_Statistical_2025.pdf,158,1,462
Young_Statistical_2025.pdf::p159::c0,Young_Statistical_2025.pdf,159,0,697
Young_Statistical_2025.pdf::p159::c1,Young_Statistical_2025.pdf,159,1,539
Young_Statistical_2025.pdf::p160::c0,Young_Statistical_2025.pdf,160,0,758
Young_Statistical_2025.pdf::p161::c0,Young_Statistical_2025.pdf,161,0,380
Young_Statistical_2025.pdf::p162::c0,Young_Statistical_2025.pdf,162,0,807
Young_Statistical_2025.pdf::p162::c1,Young_Statistical_2025.pdf,162,1,308
Young_Statistical_2025.pdf::p163::c0,Young_Statistical_2025.pdf,163,0,556
Young_Statistical_2025.pdf::p164::c0,Young_Statistical_2025.pdf,164,0,690
Young_Statistical_2025.pdf::p165::c0,Young_Statistical_2025.pdf,165,0,882
Young_Statistical_2025.pdf::p165::c1,Young_Statistical_2025.pdf,165,1,211
Young_Statistical_2025.pdf::p166::c0,Young_Statistical_2025.pdf,166,0,883
Young_Statistical_2025.pdf::p166::c1,Young_Statistical_2025.pdf,166,1,180
Young_Statistical_2025.pdf::p167::c0,Young_Statistical_2025.pdf,167,0,766
Young_Statistical_2025.pdf::p168::c0,Young_Statistical_2025.pdf,168,0,555
Young_Statistical_2025.pdf::p169::c0,Young_Statistical_2025.pdf,169,0,825
Young_Statistical_2025.pdf::p169::c1,Young_Statistical_2025.pdf,169,1,231
